NAME	# MATCHING PROBE SETS	MATCHING PROBE SET(S)	
C6orf136	1	C6orf136	
TJAP1	1	TJAP1	
CD99	1	CD99	
SBDS	1	SBDS	
ECPAS	1	ECPAS	
ZIC5	1	ZIC5	
MT1H	1	MT1H	
ZSCAN12P1	1	ZSCAN12P1	
GAPVD1	1	GAPVD1	
RPL35	1	RPL35	
TRIM24	1	TRIM24	
BCAS2	1	BCAS2	
CTNNA1P1	1	CTNNA1P1	
ELP6	1	ELP6	
CABP7	1	CABP7	
PSMD1	1	PSMD1	
TSR1	1	TSR1	
PRDM4	1	PRDM4	
RRS1	1	RRS1	
FANCD2	1	FANCD2	
DDX20	1	DDX20	
ISCA1P1	1	ISCA1P1	
ALYREF	1	ALYREF	
DNMT3B	1	DNMT3B	
FAM225B	1	FAM225B	
CASP8	1	CASP8	
PSMB2	1	PSMB2	
RELL2	1	RELL2	
PSMB6	1	PSMB6	
ABHD5	1	ABHD5	
USP14	1	USP14	
C3orf38	1	C3orf38	
RABEP1	1	RABEP1	
PRPS2	1	PRPS2	
SLC35E1P1	1	SLC35E1P1	
HADH	1	HADH	
CHEK2	1	CHEK2	
MICB	1	MICB	
ULK4	1	ULK4	
GPR37	1	GPR37	
MFN2	1	MFN2	
NDUFA4	1	NDUFA4	
RPA2	1	RPA2	
FAM126A	1	FAM126A	
NCAPH2	1	NCAPH2	
POLR3C	1	POLR3C	
CBWD3	1	CBWD3	
PYGO1	1	PYGO1	
CAMSAP1	1	CAMSAP1	
AFG3L2	1	AFG3L2	
VPS37A	1	VPS37A	
GJB2	1	GJB2	
MRPS15	1	MRPS15	
TBCE	1	TBCE	
GAPLINC	1	GAPLINC	
METTL8	1	METTL8	
TBRG4	1	TBRG4	
DAP3	1	DAP3	
SMC5	1	SMC5	
ENOPH1	1	ENOPH1	
ORC5	1	ORC5	
PDE6D	1	PDE6D	
EMC6	1	EMC6	
MGAT4A	1	MGAT4A	
HAUS8	1	HAUS8	
PCSK5	1	PCSK5	
SFMBT1	1	SFMBT1	
SF3A3	1	SF3A3	
C19orf47	1	C19orf47	
STAT1	1	STAT1	
NUP88	1	NUP88	
WDR82	1	WDR82	
ZSCAN31	1	ZSCAN31	
SEC16A	1	SEC16A	
OXSM	1	OXSM	
MCM3	1	MCM3	
TRHDE	1	TRHDE	
TPMT	1	TPMT	
PRRC2B	1	PRRC2B	
TEFM	1	TEFM	
UAP1L1	1	UAP1L1	
DAAM2	1	DAAM2	
AATF	1	AATF	
VCP	1	VCP	
EXOC3	1	EXOC3	
MSL3P1	1	MSL3P1	
LINC01559	1	LINC01559	
ZNF410	1	ZNF410	
SNHG3	1	SNHG3	
FEM1A	1	FEM1A	
PSMB3	1	PSMB3	
CDRT1	1	CDRT1	
RPRM	1	RPRM	
TMEM131L	1	TMEM131L	
SNHG20	1	SNHG20	
COL5A2	1	COL5A2	
AIMP2	1	AIMP2	
CHST10	1	CHST10	
EXOSC8	1	EXOSC8	
MRPL22	1	MRPL22	
PRSS35	1	PRSS35	
HNRNPC	1	HNRNPC	
STX6	1	STX6	
WDR18	1	WDR18	
TOP3A	1	TOP3A	
CENPP	1	CENPP	
PPIH	1	PPIH	
ASRGL1	1	ASRGL1	
VPS45	1	VPS45	
PSMD14	1	PSMD14	
CCSAP	1	CCSAP	
TIMM50	1	TIMM50	
KCNE3	1	KCNE3	
TACO1	1	TACO1	
TRAF2	1	TRAF2	
PCCA-DT	1	PCCA-DT	
ZNF35	1	ZNF35	
HSP90AA1	1	HSP90AA1	
DCLK2	1	DCLK2	
ORM2	1	ORM2	
TPSG1	1	TPSG1	
HAT1	1	HAT1	
RAB9B	1	RAB9B	
RBMS1	1	RBMS1	
GATC	1	GATC	
DCTN3	1	DCTN3	
ZNF439	1	ZNF439	
SP5	1	SP5	
CDK16	1	CDK16	
DSCAML1	1	DSCAML1	
ZRANB3	1	ZRANB3	
ENSG00000232759	1	LOC100506178	
TMEM183A	1	TMEM183A	
SMARCC1	1	SMARCC1	
ATAD3A	1	ATAD3A	
TOMM34	1	TOMM34	
GTF2E1	1	GTF2E1	
EGFL7	1	EGFL7	
AKR1C1	1	AKR1C1	
HERC2P2	1	HERC2P2	
NEUROG3	1	NEUROG3	
RAVER1	1	RAVER1	
MAF	1	MAF	
NAV2	1	NAV2	
UGT1A8	1	UGT1A8	
RRAGC	1	RRAGC	
TBP	1	TBP	
URB2	1	URB2	
SIPA1L2	1	SIPA1L2	
AK1	1	AK1	
RCAN1	1	RCAN1	
SLC25A13	1	SLC25A13	
PLRG1	1	PLRG1	
CDCA7L	1	CDCA7L	
MRPS22	1	MRPS22	
NLE1	1	NLE1	
HYAL2	1	HYAL2	
AURKAIP1	1	AURKAIP1	
SULT1C3	1	SULT1C3	
ARL5A	1	ARL5A	
CCDC138	1	CCDC138	
RAN	1	RAN	
CXCL16	1	CXCL16	
TFDP1	1	TFDP1	
ACOT7	1	ACOT7	
COPS8	1	COPS8	
MAP3K7	1	MAP3K7	
CMSS1	1	CMSS1	
FBXO31	1	FBXO31	
RCC1	1	RCC1	
KRI1	1	KRI1	
NOP58	1	NOP58	
C4orf46	1	C4orf46	
XPNPEP2	1	XPNPEP2	
MT1A	1	MT1A	
KIRREL1	1	KIRREL1	
ADRM1	1	ADRM1	
SEH1L	1	SEH1L	
STXBP1	1	STXBP1	
EPB41L5	1	EPB41L5	
POC1A	1	POC1A	
VTA1	1	VTA1	
MARCHF7	1	MARCHF7	
TCERG1	1	TCERG1	
RAI2	1	RAI2	
PRELID1	1	PRELID1	
MRPL37	1	MRPL37	
FASTKD2	1	FASTKD2	
YWHAE	1	YWHAE	
TRIO	1	TRIO	
CDK4	1	CDK4	
NGDN	1	NGDN	
DDX52	1	DDX52	
CSNK2B	1	CSNK2B	
DDX58	1	DDX58	
SURF1	1	SURF1	
NCBP3	1	NCBP3	
SMARCE1	1	SMARCE1	
POP7	1	POP7	
ASCC3	1	ASCC3	
CCDC43	1	CCDC43	
COL22A1	1	COL22A1	
TUBB4B	1	TUBB4B	
PDSS2	1	PDSS2	
UBIAD1	1	UBIAD1	
SMPD2	1	SMPD2	
ILF2	1	ILF2	
ADAMTS9	1	ADAMTS9	
CDADC1	1	CDADC1	
CD177	1	CD177	
RBBP9	1	RBBP9	
PAIP1	1	PAIP1	
CENPW	1	CENPW	
SCN9A	1	SCN9A	
UQCRQ	1	UQCRQ	
ETNK2	1	ETNK2	
NOP2	1	NOP2	
EIF2S1	1	EIF2S1	
AMER3	1	AMER3	
DCAF13	1	DCAF13	
CENPL	1	CENPL	
ZNF749	1	ZNF749	
ISOC1	1	ISOC1	
UTP20	1	UTP20	
RANBP1	1	RANBP1	
GEMIN4	1	GEMIN4	
PARL	1	PARL	
ABCB6	1	ABCB6	
PUS7	1	PUS7	
SNX2	1	SNX2	
VPS29	1	VPS29	
ZKSCAN7	1	ZKSCAN7	
HERC2P9	1	HERC2P9	
SF3B5	1	SF3B5	
RPL7AP22	1	RPL7AP22	
DNAAF2	1	DNAAF2	
MAPKAPK5	1	MAPKAPK5	
DLD	1	DLD	
WDR70	1	WDR70	
CCNH	1	CCNH	
SNX30	1	SNX30	
TARDBP	1	TARDBP	
TRIM35	1	TRIM35	
DHX33	1	DHX33	
MUC6	1	MUC6	
FN1	1	FN1	
NDUFS5	1	NDUFS5	
CDCA4	1	CDCA4	
ASB9	1	ASB9	
CEP72	1	CEP72	
CARD9	1	CARD9	
BARD1	1	BARD1	
CARS2	1	CARS2	
SEPTIN2	1	SEPTIN2	
HS6ST1	1	HS6ST1	
CHRNB2	1	CHRNB2	
COL4A4	1	COL4A4	
WDR75	1	WDR75	
IER5	1	IER5	
MRPL14	1	MRPL14	
NANS	1	NANS	
FABP5	1	FABP5	
NUDT19	1	NUDT19	
CYP46A1	1	CYP46A1	
IMPA1P1	1	IMPA1P1	
SPART	1	SPART	
FBN1	1	FBN1	
ACE2	1	ACE2	
SLC9A9	1	SLC9A9	
RAB23	1	RAB23	
PTCD1	1	PTCD1	
GGCT	1	GGCT	
ANO2	1	ANO2	
NR4A1	1	NR4A1	
RFC5	1	RFC5	
ANKS6	1	ANKS6	
ARHGEF4	1	ARHGEF4	
HNRNPU	1	HNRNPU	
LANCL1	1	LANCL1	
SF1	1	SF1	
ORC4	1	ORC4	
CHST9	1	CHST9	
GSTCD	1	GSTCD	
AK6	1	AK6	
NDUFAF8	1	NDUFAF8	
HMGB3	1	HMGB3	
U2SURP	1	U2SURP	
CPNE1	1	CPNE1	
U2AF1	1	U2AF1	
CARD16	1	CARD16	
SPRTN	1	SPRTN	
CYB5RL	1	CYB5RL	
RAET1K	1	RAET1K	
RRP7A	1	RRP7A	
TSTD2	1	TSTD2	
ZNF649	1	ZNF649	
C2CD4B	1	C2CD4B	
MT-ND1	1	ND1	
UBQLN1	1	UBQLN1	
IDH3A	1	IDH3A	
CISD3	1	CISD3	
PLEKHG1	1	PLEKHG1	
CCNQ	1	CCNQ	
EPB41L3	1	EPB41L3	
SERAC1	1	SERAC1	
ITM2A	1	ITM2A	
BCYRN1	1	BCYRN1	
AP5Z1	1	AP5Z1	
ZNF256	1	ZNF256	
ZC3H13	1	ZC3H13	
MTMR2	1	MTMR2	
WNT3	1	WNT3	
NDUFB3	1	NDUFB3	
ALDH1A1	1	ALDH1A1	
CNOT7	1	CNOT7	
QTRT1	1	QTRT1	
NPY1R	1	NPY1R	
BLMH	1	BLMH	
POLR1F	1	POLR1F	
RMC1	1	RMC1	
NAXE	1	NAXE	
UNG	1	UNG	
SIVA1	1	SIVA1	
ZNF121	1	ZNF121	
BRMS1L	1	BRMS1L	
COX10	1	COX10	
RHBDL3	1	RHBDL3	
TOE1	1	TOE1	
CA1	1	CA1	
MXRA7	1	MXRA7	
APOBEC3B	1	APOBEC3B	
NUDT9	1	NUDT9	
RNF38	1	RNF38	
FANCB	1	FANCB	
NRARP	1	NRARP	
PHAX	1	PHAX	
EIF4E	1	EIF4E	
EHMT2	1	EHMT2	
TFB2M	1	TFB2M	
SMIM27	1	SMIM27	
PRKAR2A	1	PRKAR2A	
CCT3	1	CCT3	
SH2B3	1	SH2B3	
YKT6	1	YKT6	
LINC01811	1	LINC01811	
TSEN2	1	TSEN2	
GALNT8	1	GALNT8	
COQ4	1	COQ4	
PSMC1P1	1	PSMC1P1	
NCLN	1	NCLN	
RYBP	1	RYBP	
NOL11	1	NOL11	
EEF1E1	1	EEF1E1	
RTN4IP1	1	RTN4IP1	
INO80	1	INO80	
TAF9	1	TAF9	
IWS1	1	IWS1	
BRAT1	1	BRAT1	
PTRH1	1	PTRH1	
PEA15	1	PEA15	
DNAJC9	1	DNAJC9	
CRAT	1	CRAT	
SLC35G1	1	SLC35G1	
BRD3	1	BRD3	
GTF3A	1	GTF3A	
CACYBP	1	CACYBP	
ECI2	1	ECI2	
LRRC8D	1	LRRC8D	
CASP2	1	CASP2	
RPP25L	1	RPP25L	
GCA	1	GCA	
SLCO1A2	1	SLCO1A2	
EXOG	1	EXOG	
SLC6A7	1	SLC6A7	
HSPD1	1	HSPD1	
CDC37	1	CDC37	
LSM2	1	LSM2	
HOXA10	1	HOXA10	
USP22	1	USP22	
GUCY1B1	1	GUCY1B1	
MRPL52	1	MRPL52	
ZCCHC17	1	ZCCHC17	
FABP5P7	1	FABP5P7	
CASP6	1	CASP6	
NEDD8	1	NEDD8	
NDUFA10	1	NDUFA10	
HARS2	1	HARS2	
METAP1D	1	METAP1D	
PFAS	1	PFAS	
PITHD1	1	PITHD1	
KCNMA1	1	KCNMA1	
USP19	1	USP19	
COA3	1	COA3	
DKFZP434A062	1	DKFZP434A062	
MTMR7	1	MTMR7	
ABCA11P	1	ABCA11P	
ZNF197	1	ZNF197	
SUPT16H	1	SUPT16H	
KCNB2	1	KCNB2	
RAPGEF1	1	RAPGEF1	
ZMIZ2	1	ZMIZ2	
ZNF563	1	ZNF563	
TIMM17A	1	TIMM17A	
NTN1	1	NTN1	
R3HDM1	1	R3HDM1	
ANKRD28	1	ANKRD28	
AATBC	1	AATBC	
NLN	1	NLN	
PUSL1	1	PUSL1	
POLDIP2	1	POLDIP2	
PTMA	1	PTMA	
MYC	1	MYC	
PNO1	1	PNO1	
UBE2J2	1	UBE2J2	
MAN1B1	1	MAN1B1	
C7orf26	1	C7orf26	
MED20	1	MED20	
PPIA	1	PPIA	
MRPL2	1	MRPL2	
GATA6-AS1	1	GATA6-AS1	
FYTTD1P1	1	FYTTD1P1	
FAM189A2	1	FAM189A2	
AARS2	1	AARS2	
C19orf48	1	C19orf48	
VPS50	1	VPS50	
RIOX1	1	RIOX1	
SPHK2	1	SPHK2	
FAM184A	1	FAM184A	
PROM1	1	PROM1	
MRPL27	1	MRPL27	
LETM1	1	LETM1	
ELMO2	1	ELMO2	
SPIN1	1	SPIN1	
METTL1	1	METTL1	
POLR3F	1	POLR3F	
ARRB2	1	ARRB2	
NIP7	1	NIP7	
DYNC2I2	1	DYNC2I2	
SLC30A10	1	SLC30A10	
RELB	1	RELB	
MTERF4	1	MTERF4	
MYH4	1	MYH4	
HMOX1	1	HMOX1	
NOPCHAP1	1	NOPCHAP1	
CD99L2	1	CD99L2	
ZNF229	1	ZNF229	
SNRPA	1	SNRPA	
YOD1	1	YOD1	
ZNF813	1	ZNF813	
ABITRAM	1	ABITRAM	
DACH1	1	DACH1	
LINC01913	1	LINC01913	
PIEZO1	1	PIEZO1	
CASP7	1	CASP7	
PAX4	1	PAX4	
GEMIN2	1	GEMIN2	
HSPE1P2	1	HSPE1P2	
ZNF782	1	ZNF782	
VRK1	1	VRK1	
THOC3	1	THOC3	
FHL1	1	FHL1	
GCDH	1	GCDH	
HBA1	1	HBA1	
SNRNP40	1	SNRNP40	
SUSD1	1	SUSD1	
CEP85	1	CEP85	
SLC66A1L	1	SLC66A1L	
CARD14	1	CARD14	
ACTR8	1	ACTR8	
FBXO9	1	FBXO9	
DNTTIP2	1	DNTTIP2	
G3BP1P1	1	G3BP1P1	
HNRNPAB	1	HNRNPAB	
SORD	1	SORD	
GFM1	1	GFM1	
AKIRIN2	1	AKIRIN2	
WDR1	1	WDR1	
PSMG1	1	PSMG1	
HGD	1	HGD	
FBXO5	1	FBXO5	
HOXA11	1	HOXA11	
ZNF215	1	ZNF215	
TOR1B	1	TOR1B	
GSTP1	1	GSTP1	
VNN1	1	VNN1	
RPA1	1	RPA1	
PNN	1	PNN	
CCL15	1	CCL15	
RALA	1	RALA	
SKP2	1	SKP2	
AR	1	AR	
MTATP6P1	1	MTATP6P1	
DAZ1	1	DAZ1	
ABCA1	1	ABCA1	
KLHL7	1	KLHL7	
PRCC	1	PRCC	
TEAD2	1	TEAD2	
MRM1	1	MRM1	
NOC2L	1	NOC2L	
ATP5MF	1	ATP5MF	
FST	1	FST	
PRMT5	1	PRMT5	
EPB41L2	1	EPB41L2	
ARPC2	1	ARPC2	
CRISPLD2	1	CRISPLD2	
FDX2	1	FDX2	
FBXW10	1	FBXW10	
TNFRSF11B	1	TNFRSF11B	
ARPC4	1	ARPC4	
BCL11B	1	BCL11B	
MED10	1	MED10	
SV2C-AS1	1	SV2C-AS1	
HS6ST3	1	HS6ST3	
NCS1	1	NCS1	
GUF1	1	GUF1	
BTBD3	1	BTBD3	
ATAT1	1	ATAT1	
CYTIP	1	CYTIP	
PALLD	1	PALLD	
CDK8	1	CDK8	
DFFA	1	DFFA	
PPID	1	PPID	
AMIGO3	1	AMIGO3	
MRPS9	1	MRPS9	
EIF5A	1	EIF5A	
POMP	1	POMP	
ATP6V1B2	1	ATP6V1B2	
SYN2	1	SYN2	
GAS1	1	GAS1	
USP37	1	USP37	
SASS6	1	SASS6	
ATG16L1	1	ATG16L1	
AIF1L	1	AIF1L	
NDUFV3	1	NDUFV3	
TGIF1	1	TGIF1	
SMTN	1	SMTN	
STXBP5	1	STXBP5	
UQCC2	1	UQCC2	
PRKRIP1	1	PRKRIP1	
BTNL8	1	BTNL8	
GBA2	1	GBA2	
MRPL34	1	MRPL34	
MFSD14B	1	MFSD14B	
FBXO28	1	FBXO28	
THOP1	1	THOP1	
MIX23	1	MIX23	
SETX	1	SETX	
SUV39H1	1	SUV39H1	
PSME3	1	PSME3	
PPFIBP1	1	PPFIBP1	
XRN2	1	XRN2	
PPIL1	1	PPIL1	
ZNF718	1	ZNF718	
TTC1	1	TTC1	
RANBP1P1	1	RANBP1P1	
GRM2	1	GRM2	
TUBB2B	1	TUBB2B	
OLFM1	1	OLFM1	
THUMPD3	1	THUMPD3	
TUBG1	1	TUBG1	
GUCY1A1	1	GUCY1A1	
EDF1	1	EDF1	
SLC43A3	1	SLC43A3	
GNG4	1	GNG4	
ATRIP	1	ATRIP	
LFNG	1	LFNG	
NFATC2	1	NFATC2	
ERI1	1	ERI1	
UNC13B	1	UNC13B	
MAEA	1	MAEA	
YBX2	1	YBX2	
SNF8	1	SNF8	
COQ3	1	COQ3	
CYCS	1	CYCS	
ARMC6	1	ARMC6	
RAD1	1	RAD1	
JADE1	1	JADE1	
EMSLR	1	EMSLR	
PSMD11	1	PSMD11	
SERPINA10	1	SERPINA10	
IL1RL1	1	IL1RL1	
DCAF10	1	DCAF10	
SLC30A2	1	SLC30A2	
UMPS	1	UMPS	
NUDT15	1	NUDT15	
AHCYL2	1	AHCYL2	
SV2C	1	SV2C	
RASIP1	1	RASIP1	
EN1	1	EN1	
ZNF232	1	ZNF232	
CHROMR	1	CHROMR	
NUP85	1	NUP85	
SLC25A39	1	SLC25A39	
ZGRF1	1	ZGRF1	
TLE1	1	TLE1	
RAP2B	1	RAP2B	
GCH1	1	GCH1	
TPM3P9	1	TPM3P9	
ADH1B	1	ADH1B	
YBX1	1	YBX1	
MNX1	1	MNX1	
MALSU1	1	MALSU1	
MT-ND6	1	ND6	
NUFIP1	1	NUFIP1	
PSMC3IP	1	PSMC3IP	
CXCL2	1	CXCL2	
ZNF700	1	ZNF700	
CNOT10	1	CNOT10	
REEP1	1	REEP1	
PPIAP22	1	PPIAP22	
PKIA	1	PKIA	
CUL1	1	CUL1	
COPS7B	1	COPS7B	
LRRN3	1	LRRN3	
RAB5IF	1	RAB5IF	
TMEM201	1	TMEM201	
TRIM59	1	TRIM59	
TSACC	1	TSACC	
TERT	1	TERT	
FBXO21	1	FBXO21	
UCHL5	1	UCHL5	
QRICH2	1	QRICH2	
HNRNPH1	1	HNRNPH1	
HPF1	1	HPF1	
ABCF2-H2BE1	1	ABCF2-H2BE1	
PPIF	1	PPIF	
NVL	1	NVL	
RPL39L	1	RPL39L	
ZNF347	1	ZNF347	
PFKFB2	1	PFKFB2	
ZSCAN12	1	ZSCAN12	
NAA38	1	NAA38	
EMC1	1	EMC1	
GSR	1	GSR	
CTNNBIP1	1	CTNNBIP1	
MTERF1	1	MTERF1	
GKAP1	1	GKAP1	
ELAPOR1	1	ELAPOR1	
GTF2H4	1	GTF2H4	
ENPEP	1	ENPEP	
DDX41	1	DDX41	
ABCF3	1	ABCF3	
PRRX2	1	PRRX2	
STRADB	1	STRADB	
HMGN3-AS1	1	HMGN3-AS1	
CIAO1	1	CIAO1	
SENP3	1	SENP3	
DUSP10	1	DUSP10	
PSAT1	1	PSAT1	
PRMT3	1	PRMT3	
PEBP1	1	PEBP1	
C2CD4A	1	C2CD4A	
HARS1	1	HARS1	
HSPA4	1	HSPA4	
CYP2C9	1	CYP2C9	
ZNF79	1	ZNF79	
LSM12	1	LSM12	
ZNF10	1	ZNF10	
NUDT1	1	NUDT1	
MAGOH	1	MAGOH	
KRAS	1	KRAS	
SLC31A1	1	SLC31A1	
ELAVL1	1	ELAVL1	
HIGD1A	1	HIGD1A	
NDUFAF2	1	NDUFAF2	
PHF10	1	PHF10	
MYBBP1A	1	MYBBP1A	
GOLGA7	1	GOLGA7	
PSMC2	1	PSMC2	
GART	1	GART	
ATP9B	1	ATP9B	
ZC4H2	1	ZC4H2	
PTPDC1	1	PTPDC1	
GTF2F2	1	GTF2F2	
SLBP	1	SLBP	
FAM133B	1	FAM133B	
CYTH3	1	CYTH3	
DCBLD1	1	DCBLD1	
SHPK	1	SHPK	
TP53RK	1	TP53RK	
ZC3HC1	1	ZC3HC1	
TIAM2	1	TIAM2	
LMX1B	1	LMX1B	
CMC1	1	CMC1	
XPO4	1	XPO4	
PDCD2L	1	PDCD2L	
PAXIP1	1	PAXIP1	
UBE3D	1	UBE3D	
TLN1	1	TLN1	
LRWD1	1	LRWD1	
TULP4	1	TULP4	
CHMP5	1	CHMP5	
KIF26B	1	KIF26B	
COX11	1	COX11	
NDUFB11	1	NDUFB11	
DDX39A	1	DDX39A	
MYCN	1	MYCN	
METTL2B	1	METTL2B	
MRPL47	1	MRPL47	
SSBP1	1	SSBP1	
QRICH1	1	QRICH1	
FAM189A1	1	FAM189A1	
XYLB	1	XYLB	
CEP128	1	CEP128	
TRIP12	1	TRIP12	
SUMO1	1	SUMO1	
CHP1P2	1	CHP1P2	
HINT2	1	HINT2	
CYP2J2	1	CYP2J2	
SRGAP3-AS2	1	SRGAP3-AS2	
SMAP1	1	SMAP1	
PDAP1	1	PDAP1	
RASGRP1	1	RASGRP1	
POLR1G	1	POLR1G	
GPATCH2L	1	GPATCH2L	
FYN	1	FYN	
PTPN23	1	PTPN23	
CH507-42P11.6	1	CH507-42P11.6	
JPH1	1	JPH1	
RCC1L	1	RCC1L	
HEATR1	1	HEATR1	
ZNF888	1	ZNF888	
CLPTM1L	1	CLPTM1L	
PDHA1	1	PDHA1	
FH	1	FH	
GRPEL1	1	GRPEL1	
GADD45GIP1	1	GADD45GIP1	
CUL3	1	CUL3	
EIF3J	1	EIF3J	
SART3	1	SART3	
PDCD11	1	PDCD11	
CREB3	1	CREB3	
NHSL1	1	NHSL1	
KCNMB2-AS1	1	KCNMB2-AS1	
PBDC1	1	PBDC1	
PPP1R12C	1	PPP1R12C	
GJB6	1	GJB6	
YWHAH	1	YWHAH	
RFC3	1	RFC3	
HGS	1	HGS	
CHCHD2	1	CHCHD2	
SORD2P	1	SORD2P	
GP2	1	GP2	
BCL2L12	1	BCL2L12	
SHD	1	SHD	
SUZ12	1	SUZ12	
MRPL39	1	MRPL39	
ALDH3A2	1	ALDH3A2	
POC5	1	POC5	
KDM2B	1	KDM2B	
PSMG2	1	PSMG2	
CCDC82	1	CCDC82	
PRKAR1B	1	PRKAR1B	
LPAL2	1	LPAL2	
C11orf58	1	C11orf58	
ATPSCKMT	1	ATPSCKMT	
ZNF878	1	ZNF878	
RNF146	1	RNF146	
RASEF	1	RASEF	
CHAF1A	1	CHAF1A	
FBXW5	1	FBXW5	
MRPS18C	1	MRPS18C	
OTC	1	OTC	
RBL1	1	RBL1	
CCT7	1	CCT7	
MED9	1	MED9	
UTP11	1	UTP11	
PIP5K1B	1	PIP5K1B	
TADA1	1	TADA1	
HAUS2	1	HAUS2	
RAD23A	1	RAD23A	
SLF1	1	SLF1	
KEAP1	1	KEAP1	
ZNF101	1	ZNF101	
BCL11A	1	BCL11A	
PPP1R7	1	PPP1R7	
KBTBD8	1	KBTBD8	
IDH1	1	IDH1	
TNPO2	1	TNPO2	
SDAD1	1	SDAD1	
EMILIN2	1	EMILIN2	
RRP15	1	RRP15	
EXO5	1	EXO5	
CMTR1	1	CMTR1	
GLIDR	1	GLIDR	
RABGGTB	1	RABGGTB	
JSRP1	1	JSRP1	
TMC2	1	TMC2	
MTND4P12	1	MTND4P12	
NPPC	1	NPPC	
KAT7	1	KAT7	
MIIP	1	MIIP	
U2AF1L5	1	U2AF1L5	
LSM5	1	LSM5	
IGF2R	1	IGF2R	
HGH1	1	HGH1	
PRKAG2-AS1	1	PRKAG2-AS1	
DCP1A	1	DCP1A	
PDRG1	1	PDRG1	
LAGE3	1	LAGE3	
EFTUD2	1	EFTUD2	
BRD8	1	BRD8	
COPS3	1	COPS3	
CCM2	1	CCM2	
FOXRED1	1	FOXRED1	
ETS2	1	ETS2	
EBNA1BP2	1	EBNA1BP2	
LYPD1	1	LYPD1	
PIGW	1	PIGW	
KPNA3	1	KPNA3	
NASP	1	NASP	
EIF4A1	1	EIF4A1	
LINC01605	1	LINC01605	
ZNF335	1	ZNF335	
IARS2	1	IARS2	
HSPA9	1	HSPA9	
WARS2	1	WARS2	
STX17	1	STX17	
REPIN1	1	REPIN1	
CIDECP1	1	CIDECP1	
LINC02899	1	LINC02899	
NAA15	1	NAA15	
IDH3B	1	IDH3B	
TVP23C	1	TVP23C	
XRCC3	1	XRCC3	
RMI1	1	RMI1	
ZNF43	1	ZNF43	
HBA2	1	HBA2	
COPS6	1	COPS6	
RBBP8	1	RBBP8	
CPLANE1	1	CPLANE1	
DHDDS	1	DHDDS	
MYRFL	1	MYRFL	
NAT10	1	NAT10	
PES1	1	PES1	
MEP1B	1	MEP1B	
RANBP3	1	RANBP3	
NSD2	1	NSD2	
ZBTB8OS	1	ZBTB8OS	
NFS1	1	NFS1	
UBP1	1	UBP1	
SPDL1	1	SPDL1	
ENSG00000289497	1	LOC105379130	
HERC2	1	HERC2	
FUT1	1	FUT1	
TIMM13	1	TIMM13	
CAPN7	1	CAPN7	
ZNF680	1	ZNF680	
MFSD14C	1	MFSD14C	
PPAT	1	PPAT	
CACNA1G	1	CACNA1G	
DSN1	1	DSN1	
METTL2A	1	METTL2A	
SAC3D1	1	SAC3D1	
RNF216P1	1	RNF216P1	
ING3	1	ING3	
AMMECR1L	1	AMMECR1L	
PROSER1	1	PROSER1	
RCC2	1	RCC2	
CRCP	1	CRCP	
TIMM29	1	TIMM29	
RASSF1	1	RASSF1	
SOCS2	1	SOCS2	
MTA2	1	MTA2	
WASF1	1	WASF1	
FARS2	1	FARS2	
TOPBP1	1	TOPBP1	
PRR22	1	PRR22	
DENR	1	DENR	
SCARA5	1	SCARA5	
HSF2	1	HSF2	
GPR137C	1	GPR137C	
RFC2	1	RFC2	
CD320	1	CD320	
DLX5	1	DLX5	
GPATCH4	1	GPATCH4	
ZDHHC11B	1	ZDHHC11B	
SMARCAL1	1	SMARCAL1	
ERH	1	ERH	
MRPS12	1	MRPS12	
STARD7	1	STARD7	
NAT1	1	NAT1	
UBD	1	UBD	
SCML4	1	SCML4	
MROH2A	1	MROH2A	
NBPF4	1	NBPF4	
IFNGR1	1	IFNGR1	
NUP160	1	NUP160	
SMOC1	1	SMOC1	
ATP6V0A2	1	ATP6V0A2	
SNHG4	1	SNHG4	
DAZAP1	1	DAZAP1	
FANCM	1	FANCM	
MRPL16	1	MRPL16	
ZNF506	1	ZNF506	
PPIAP29	1	PPIAP29	
EXOSC4	1	EXOSC4	
ZNF675	1	ZNF675	
TPM3	1	TPM3	
NRXN3	1	NRXN3	
PPP1R1A	1	PPP1R1A	
CCT6A	1	CCT6A	
TSC1	1	TSC1	
APEH	1	APEH	
SSX2IP	1	SSX2IP	
SLC25A30	1	SLC25A30	
PRORP	1	PRORP	
MED24	1	MED24	
DUSP2	1	DUSP2	
TSR2	1	TSR2	
INTS1	1	INTS1	
POLD2	1	POLD2	
UPF3AP2	1	UPF3AP2	
UBE2S	1	UBE2S	
RNPEP	1	RNPEP	
CNP	1	CNP	
RFXAP	1	RFXAP	
TUBGCP3	1	TUBGCP3	
OXCT2	1	OXCT2	
LINC01648	1	LINC01648	
ERCC3	1	ERCC3	
PSMA2	1	PSMA2	
SNRPF	1	SNRPF	
MCM6	1	MCM6	
ZBED3	1	ZBED3	
NOP9	1	NOP9	
ATP6V1G1	1	ATP6V1G1	
TTC28	1	TTC28	
GNAI3	1	GNAI3	
OAS1	1	OAS1	
VPS33A	1	VPS33A	
PCSK1	1	PCSK1	
XPO1	1	XPO1	
ZFP92	1	ZFP92	
NAA35	1	NAA35	
ATP5IF1	1	ATP5IF1	
RPS26	1	RPS26	
GAR1	1	GAR1	
PSMD2	1	PSMD2	
